,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
40,Opponent15,1347.0437439999996,1361.8690729999996,2,0,62,72.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Huskies,1361.8690729999996,1454.6465479999995,4,0,32,63.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
42,Opponent15,1454.6465479999995,1470.684064,3,0,67,40.0,-27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Huskies,1470.684064,1594.8087260000002,3,0,29,39.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,
44,Huskies,1594.8087260000002,1600.1893710000006,2,0,20,73.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
45,Huskies,1600.1893710000006,1611.3040360000007,6,0,71,86.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
46,Opponent15,1611.3040360000007,1623.3901610000007,3,0,28,40.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Opponent15,1623.3901610000007,1626.4944880000005,0,0,68,71.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Huskies,1626.4944880000005,1634.6079179999995,0,0,17,40.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,
49,Opponent15,1634.6079179999995,1639.6760009999996,0,0,29,33.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Huskies,1639.6760009999996,1643.98499,1,0,24,38.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,
51,Huskies,1643.98499,1659.8398589999995,0,0,47,40.0,-7.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,,True,,True,,,,,,,,,,,,,,,,True,,,,,,,,
52,Opponent15,1659.8398589999995,1663.034087,0,0,66,40.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Huskies,1663.034087,1670.745419,4,0,27,33.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
54,Huskies,1670.745419,1748.6340360000006,0,1,52,88.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Opponent15,1748.6340360000006,1798.1931569999995,6,0,50,32.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Opponent15,1798.1931569999995,1800.428382,1,0,67,68.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Opponent15,1800.428382,1811.400175,1,0,73,80.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Opponent15,1811.400175,1859.454011,2,1,80,78.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Huskies,1859.454011,1879.7220500000005,2,0,16,78.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
60,Huskies,1879.7220500000005,1900.944904,3,0,68,40.0,-28.0,1,7,1,4,0,0,1,0,0,0,0,0,0,,True,True,True,,,,True,,,,True,,,,,,,,,True,True,,,,,,,,
61,Opponent15,1900.944904,1986.109987,6,0,38,9.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Huskies,1986.109987,2009.955535,2,0,63,76.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,
63,Huskies,2009.955535,2014.367502,2,0,79,40.0,-39.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,
64,Opponent15,2014.367502,2019.571847,2,0,33,58.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Opponent15,2019.571847,2028.394471,0,0,72,75.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Huskies,2028.394471,2031.6584289999998,1,0,22,29.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,
67,Opponent15,2031.6584289999998,2103.61205,0,0,75,68.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Huskies,2103.61205,2132.096011,2,0,29,40.0,11.0,0,5,1,3,0,0,2,0,2,1,0,0,0,,True,True,,,,,,,,,,,,,True,,,,,True,True,,,,,,,,
69,Huskies,2132.096011,2160.7123250000004,4,0,46,40.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,,
70,Opponent15,2160.7123250000004,2187.040918,2,0,72,71.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Huskies,2187.040918,2197.051334,3,0,16,75.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
72,Huskies,2197.051334,2239.175755,6,0,34,40.0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
73,Huskies,2239.175755,2268.3487149999996,2,0,10,40.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,
74,Huskies,2268.3487149999996,2327.496647,10,0,81,40.0,-41.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,True,,,True,,,,,,True,True,,,,,,,,
75,Huskies,2327.496647,2359.349369,5,0,35,30.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,
76,Huskies,2359.349369,2360.865230000001,1,0,72,64.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Opponent15,2360.865230000001,2364.363498,1,0,37,55.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Huskies,2364.363498,2380.23466,4,0,25,40.0,15.0,0,3,0,0,0,0,0,0,0,0,0,0,0,True,,,,,True,True,,,,,,,,True,True,,,,,,,,,,,,,,
79,Opponent15,2380.23466,2398.588726,2,0,32,40.0,8.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Opponent15,2398.588726,2411.0304309999997,2,0,68,58.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Huskies,2411.0304309999997,2420.022704,3,0,38,47.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
82,Opponent15,2420.022704,2457.8928300000002,1,0,71,40.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Opponent15,2457.8928300000002,2482.5978130000008,3,0,3,9.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Huskies,2482.5978130000008,2579.4717010000004,9,0,33,40.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,
85,Huskies,2579.4717010000004,2596.3141320000004,2,0,73,60.0,-13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,
86,Huskies,2596.3141320000004,2600.7910760000004,0,0,75,40.0,-35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,,,,,,,True,True,,,,,,,,
87,Opponent15,2600.7910760000004,2620.018231,0,0,26,33.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Huskies,2620.018231,2624.494808000001,1,0,15,73.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
89,Opponent15,2624.494808000001,2630.757833,5,0,36,28.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Huskies,2630.757833,2649.5816440000003,0,0,63,40.0,-23.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,
91,Huskies,2649.5816440000003,2661.831778,2,0,32,40.0,8.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,,
92,Opponent15,2661.831778,2663.981574000001,0,0,32,34.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Opponent15,2663.981574000001,2754.186957,2,0,45,40.0,-5.0,0,0,0,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Huskies,2754.186957,2816.82385,3,0,14,40.0,26.0,4,12,4,10,0,0,5,0,0,0,0,0,0,True,True,True,,,,True,True,,,,True,,,True,True,,,,,True,True,,,,,,,,
95,Huskies,2816.82385,2847.948286,0,0,52,46.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,
96,Huskies,2847.948286,2874.520755,2,0,72,40.0,-32.0,0,0,0,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,True,,,,True,,,,,,True,,,,,,,,
97,Opponent15,2874.520755,3900.0,1,0,30,29.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
