,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
18,Opponent8,311.684796,327.8797490000002,0,0,40,30.0,-10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Huskies,327.8797490000002,372.3399220000002,6,0,25,30.0,5.0,3,8,1,8,0,0,1,4,0,0,0,0,0,True,True,True,True,,True,,,True,True,,,,,True,,,,,,,,,,,,,,,
20,Huskies,372.3399220000002,378.83927399999993,2,0,73,30.0,-43.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
21,Opponent8,378.83927399999993,384.908719,2,0,34,44.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Huskies,384.908719,390.45863000000014,2,0,62,30.0,-32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,
23,Opponent8,390.45863000000014,410.67404100000016,2,0,41,30.0,-11.0,1,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Huskies,410.67404100000016,430.39697199999995,2,0,45,64.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
25,Huskies,430.39697199999995,457.77336699999984,3,1,57,68.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,
26,Huskies,457.77336699999984,492.0467629999998,2,0,55,30.0,-25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
27,Huskies,492.0467629999998,524.8641259999998,4,1,87,81.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,
28,Opponent8,524.8641259999998,552.9356560000001,4,0,11,30.0,19.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Opponent8,552.9356560000001,576.0002770000001,2,0,23,30.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Huskies,576.0002770000001,584.7068330000002,3,0,26,30.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,True,,,,,,,,,,True,,,,,,,,,,,
31,Huskies,584.7068330000002,815.4758870000002,11,1,44,30.0,-14.0,5,13,1,6,0,0,2,0,3,0,0,0,0,True,True,True,,,True,,,True,True,,,,,True,,,,True,,,,,,,,,,,
32,Opponent8,815.4758870000002,830.489986,2,0,39,30.0,-9.0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Huskies,830.489986,904.6071210000001,0,0,13,30.0,17.0,0,5,0,2,0,0,0,0,3,0,0,0,0,,,True,True,,True,True,,,True,,,,,,,,,,,,,,,,,,,,
34,Opponent8,904.6071210000001,911.642371,2,0,53,30.0,-23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Huskies,911.642371,945.6568570000001,6,0,50,30.0,-20.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,
36,Opponent8,945.6568570000001,990.3832819999997,1,0,20,30.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Opponent8,990.3832819999997,994.79254,3,0,81,84.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Huskies,994.79254,999.423273,1,0,27,30.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,
39,Opponent8,999.423273,1019.527907,2,0,47,30.0,-17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Opponent8,1019.527907,1128.3654699999995,7,0,28,30.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Huskies,1128.3654699999995,1137.1054480000005,2,0,59,30.0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,
42,Opponent8,1137.1054480000005,1217.1449540000006,6,1,32,30.0,-2.0,0,4,0,2,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Huskies,1217.1449540000006,1222.3049959999996,2,0,24,27.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
44,Opponent8,1222.3049959999996,1510.5249030000007,25,0,57,30.0,-27.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Huskies,1510.5249030000007,1515.9657109999996,2,0,79,30.0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,
46,Opponent8,1515.9657109999996,1528.9215290000004,0,0,29,30.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Huskies,1528.9215290000004,1688.939467,2,0,30,76.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,
48,Opponent8,1688.939467,1735.4499610000007,2,1,9,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Opponent8,1735.4499610000007,1753.8792910000002,2,0,92,91.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Opponent8,1753.8792910000002,1813.430837,8,1,96,30.0,-66.0,0,5,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Opponent8,1813.430837,1852.836757,4,1,78,30.0,-48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Opponent8,1852.836757,1888.682217,0,0,72,30.0,-42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Huskies,1888.682217,1902.732647,2,0,24,30.0,6.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,
54,Opponent8,1902.732647,1918.2139760000002,0,0,45,30.0,-15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Huskies,1918.2139760000002,1933.150809,4,0,11,30.0,19.0,1,3,1,2,0,0,1,0,0,0,0,0,0,True,,,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,
56,Opponent8,1933.150809,1978.3823700000007,4,1,60,62.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Huskies,1978.3823700000007,2001.031169,0,0,68,30.0,-38.0,0,6,0,2,0,0,0,0,3,0,0,0,0,,True,,True,,True,,,True,True,,,,,,True,,,,,,,,,,,,,,
58,Opponent8,2001.031169,2007.6493840000005,0,0,29,25.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Huskies,2007.6493840000005,2020.81813,0,0,33,30.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
60,Opponent8,2020.81813,2022.076312,1,0,9,11.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Opponent8,2022.076312,2027.186896,2,0,10,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Huskies,2027.186896,2083.8931620000008,2,0,60,30.0,-30.0,0,2,0,0,0,0,0,0,0,0,0,0,0,True,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,,,
63,Huskies,2083.8931620000008,2136.693053,6,1,51,88.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
64,Huskies,2136.693053,2144.180538,2,0,26,30.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,
65,Opponent8,2144.180538,2174.895375,2,0,67,30.0,-37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Opponent8,2174.895375,2189.7175030000003,5,0,73,87.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Opponent8,2189.7175030000003,2283.195734,3,2,81,30.0,-51.0,1,4,1,2,0,0,1,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Huskies,2283.195734,2292.3930219999997,2,0,42,34.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,
69,Opponent8,2292.3930219999997,2301.789878,4,0,9,30.0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Huskies,2301.789878,2375.1689610000008,2,0,28,8.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,
71,Huskies,2375.1689610000008,2386.853502,2,0,25,30.0,5.0,1,2,1,2,0,0,1,0,0,0,0,0,0,True,,,,,True,,,True,,,,,True,,,,,,,,,,,,,,,,
72,Opponent8,2386.853502,2413.8834739999998,3,0,47,30.0,-17.0,0,5,1,3,0,0,2,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Huskies,2413.8834739999998,2478.4899149999997,10,0,13,36.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,
74,Opponent8,2478.4899149999997,2529.4802520000007,1,1,75,30.0,-45.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Huskies,2529.4802520000007,2696.6434329999997,9,0,36,27.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,
76,Huskies,2696.6434329999997,2786.393549000001,18,0,7,26.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
77,Opponent8,2786.393549000001,2802.992206,2,1,67,89.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Opponent8,2802.992206,2826.348997,8,0,58,30.0,-28.0,1,2,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Huskies,2826.348997,2883.706722,4,0,36,30.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,
80,Huskies,2883.706722,2905.040575,4,0,27,38.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,
81,Huskies,2905.040575,2921.1204350000003,6,1,74,85.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
82,Opponent8,2921.1204350000003,3900.0,0,0,5,0.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
