,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
53,Huskies,1392.19707,1405.63968,2,0,64,39.0,-25.0,0,2,0,2,0,0,1,0,0,0,0,0,0,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
54,Huskies,1405.63968,1409.3117029999999,0,0,71,80.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,
55,Opponent6,1409.3117029999999,1413.000028,0,0,14,22.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Huskies,1413.000028,1457.647387,3,0,68,39.0,-29.0,6,12,4,12,0,0,4,2,6,0,0,0,0,,,True,True,,True,,,,True,,True,,,True,True,,,,,,,,,,,,,,
57,Huskies,1457.647387,1482.0362599999999,2,0,70,39.0,-31.0,1,4,1,4,0,0,1,2,3,0,0,0,0,,,True,True,,True,,True,,,,,,,True,,,,,,,,,,,,,,,
58,Opponent6,1482.0362599999999,1493.019732,0,0,28,39.0,11.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Opponent6,1493.019732,1517.838551,0,0,48,39.0,-9.0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Opponent6,1517.838551,1533.013502,2,0,38,39.0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Opponent6,1533.013502,1564.049816,6,0,55,39.0,-16.0,1,6,2,3,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Huskies,1564.049816,1574.9642470000001,2,0,27,39.0,12.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,True,,True,True,,True,,True,,,,,,True,,,,,,,,,,,,,,
63,Opponent6,1574.9642470000001,1604.353985,2,0,27,41.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Huskies,1604.353985,1629.640935,2,0,44,39.0,-5.0,2,4,2,2,0,0,1,0,0,0,0,0,0,,,,,,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,
65,Huskies,1629.640935,1632.538294,0,0,21,19.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,
66,Opponent6,1632.538294,1673.937339,4,0,71,77.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Opponent6,1673.937339,1700.391264,8,0,26,39.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Opponent6,1700.391264,1713.790064,0,0,61,39.0,-22.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Huskies,1713.790064,1784.2734300000004,10,1,36,39.0,3.0,4,14,3,7,0,0,3,0,2,1,0,0,0,,True,True,True,True,True,True,True,,True,,True,,,True,True,,,,,,,,,,,,,,
70,Opponent6,1784.2734300000004,1863.44175,2,0,9,39.0,30.0,6,19,4,20,1,1,7,3,3,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Opponent6,1863.44175,1923.532284,2,0,59,39.0,-20.0,1,5,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Huskies,1923.532284,1930.166637,2,0,22,4.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,
73,Huskies,1930.166637,1934.448971,2,0,66,63.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Huskies,1934.448971,1950.880396,1,0,42,39.0,-3.0,2,4,0,0,0,0,0,0,3,0,0,0,0,,True,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,
75,Opponent6,1950.880396,1963.225789,3,0,8,21.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Opponent6,1963.225789,1992.2720550000001,6,0,8,39.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Huskies,1992.2720550000001,2009.56277,0,0,41,39.0,-2.0,0,2,0,6,0,0,2,2,0,0,0,0,0,,,True,,,True,,True,,,,,,,,True,,,,,,,,,,,,,,
78,Huskies,2009.56277,2144.558025,10,0,68,39.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
79,Opponent6,2144.558025,2151.115311,0,0,36,47.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Huskies,2151.115311,2186.320768,0,0,31,39.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
81,Huskies,2186.320768,2286.604191,5,0,66,39.0,-27.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,True,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,
82,Opponent6,2286.604191,2334.3579059999997,3,0,39,39.0,0.0,6,17,3,7,1,0,3,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Huskies,2334.3579059999997,2341.729075,0,0,14,40.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
84,Opponent6,2341.729075,2376.129401,3,0,33,39.0,6.0,1,2,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Huskies,2376.129401,2386.234798,0,0,61,39.0,-22.0,2,6,0,0,0,0,0,0,0,0,0,0,0,,True,True,,True,True,,,,,,True,,,True,,,,,,,,,,,,,,,
86,Opponent6,2386.234798,2393.947825,0,0,28,39.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Huskies,2393.947825,2429.7528629999997,1,1,72,90.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,
88,Huskies,2429.7528629999997,2461.457136,0,0,27,39.0,12.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,
89,Huskies,2461.457136,2475.5726050000003,1,0,69,39.0,-30.0,1,2,1,2,0,0,1,0,0,0,0,0,0,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
90,Opponent6,2475.5726050000003,2488.694543,2,0,9,25.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Opponent6,2488.694543,2530.344041,6,0,76,39.0,-37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Huskies,2530.344041,2591.695775,4,0,6,15.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
93,Opponent6,2591.695775,2623.603955,0,0,69,39.0,-30.0,4,9,2,6,0,0,2,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Huskies,2623.603955,2631.4218539999997,2,0,14,25.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,
95,Huskies,2631.4218539999997,2637.439758,2,0,32,39.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
96,Opponent6,2637.439758,2683.6633859999997,5,0,55,39.0,-16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Opponent6,2683.6633859999997,2744.246388,7,0,97,39.0,-58.0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Opponent6,2744.246388,3900.0,0,0,82,78.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
