,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
20,Huskies,611.2337080000002,657.3035540000002,5,0,14,31.0,17.0,2,12,2,8,0,0,3,0,3,0,0,0,0,True,,True,True,,True,True,,True,,,,,,,True,,True,,,True,,,,,,,,,
21,Huskies,657.3035540000002,669.4906649999998,0,0,57,31.0,-26.0,0,1,0,2,0,0,1,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,
22,Opponent6,669.4906649999998,673.2855420000002,0,0,15,34.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Huskies,673.2855420000002,699.601549,2,1,68,79.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
24,Huskies,699.601549,825.4264659999999,2,1,73,31.0,-42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,True,,,,True,,,,,,,,,,
25,Huskies,825.4264659999999,829.9353580000003,2,0,21,33.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
26,Huskies,829.9353580000003,845.1196970000002,0,0,28,23.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
27,Huskies,845.1196970000002,858.2601829999999,0,0,79,82.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,
28,Opponent6,858.2601829999999,873.7633350000001,2,0,15,31.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Huskies,873.7633350000001,887.7485259999999,2,0,30,70.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,
30,Huskies,887.7485259999999,892.480552,2,0,44,39.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
31,Opponent6,892.480552,914.525039,2,0,73,31.0,-42.0,1,4,1,4,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Opponent6,914.525039,925.0436880000003,2,0,76,31.0,-45.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Huskies,925.0436880000003,933.6982390000003,2,0,13,31.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
34,Opponent6,933.6982390000003,938.3302640000003,1,0,68,78.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Opponent6,938.3302640000003,1003.4279580000003,0,1,73,31.0,-42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Opponent6,1003.4279580000003,1014.9931230000003,0,0,26,31.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Huskies,1014.9931230000003,1020.860407,2,0,39,31.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,
38,Opponent6,1020.860407,1036.791472,4,0,45,31.0,-14.0,0,3,1,1,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Huskies,1036.791472,1052.6483520000004,2,0,38,31.0,-7.0,2,5,0,0,0,0,0,0,3,0,0,0,0,,,True,True,,True,,,,,,,,,,,,True,,True,,,,,,,,,,
40,Opponent6,1052.6483520000004,1094.0648030000002,1,0,32,31.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Huskies,1094.0648030000002,1096.8784960000003,2,0,26,26.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
42,Huskies,1096.8784960000003,1105.415277,0,0,25,19.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
43,Huskies,1105.415277,1125.0318930000003,2,0,27,31.0,4.0,1,3,2,1,0,0,1,0,2,1,0,0,0,,,True,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,
44,Opponent6,1125.0318930000003,1144.8087610000002,0,0,32,31.0,-1.0,2,6,0,2,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Huskies,1144.8087610000002,1158.1490999999996,4,0,15,31.0,16.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,True,,,,True,True,,,,,,,,,
46,Opponent6,1158.1490999999996,1176.7500520000006,2,0,38,44.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Opponent6,1176.7500520000006,1200.775837,4,0,66,31.0,-35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Huskies,1200.775837,1206.4276689999995,2,0,16,60.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,
49,Opponent6,1206.4276689999995,1214.0048809999996,2,0,50,31.0,-19.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Opponent6,1214.0048809999996,1284.0581110000005,2,0,71,31.0,-40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Huskies,1284.0581110000005,1339.331432,6,0,51,39.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,
52,Opponent6,1339.331432,1342.3459670000002,2,0,71,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Opponent6,1342.3459670000002,1353.8546429999994,2,0,92,98.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Opponent6,1353.8546429999994,1401.479727,4,0,66,96.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Huskies,1401.479727,1455.504315,0,0,46,31.0,-15.0,1,5,1,2,0,0,1,0,0,0,0,0,0,,,True,,,,True,,True,,,,,,,,,,,True,True,,,,,,,,,
56,Opponent6,1455.504315,1506.8938669999998,1,0,30,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Opponent6,1506.8938669999998,1623.1733980000001,8,0,88,75.0,-13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Huskies,1623.1733980000001,1628.2419659999994,2,0,72,84.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,
59,Huskies,1628.2419659999994,1659.2613309999995,0,1,83,98.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,
60,Huskies,1659.2613309999995,1685.0815620000005,4,0,49,64.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,
61,Huskies,1685.0815620000005,1695.1678920000006,0,0,32,42.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
62,Huskies,1695.1678920000006,1718.180553,3,1,12,31.0,19.0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,
63,Huskies,1718.180553,1738.7182320000004,1,0,13,31.0,18.0,0,3,0,2,0,0,1,0,0,0,0,0,0,,,,True,,,True,,,,,True,,,,,,,,,True,,,True,,,,,,
64,Opponent6,1738.7182320000004,1746.548159,0,0,9,31.0,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Huskies,1746.548159,1749.2145829999997,1,0,61,59.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,
66,Opponent6,1749.2145829999997,1754.2617840000007,4,0,45,41.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Huskies,1754.2617840000007,1768.198241,0,0,55,8.0,-47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,
68,Opponent6,1768.198241,1779.7124949999998,0,0,15,31.0,16.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Huskies,1779.7124949999998,1848.283737,8,0,23,31.0,8.0,0,5,0,2,0,0,1,0,0,0,0,0,0,True,,,True,,True,True,,,,,,,,,,,,,True,True,,,True,,,,,,
70,Huskies,1848.283737,1853.856,0,0,42,28.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
71,Opponent6,1853.856,1859.561807,0,0,35,47.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Opponent6,1859.561807,1900.40255,2,1,73,78.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Huskies,1900.40255,1963.355147,2,0,67,31.0,-36.0,0,3,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,True,,True,,True,,,,,,,,,,
74,Huskies,1963.355147,1967.715832,2,0,66,71.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,
75,Opponent6,1967.715832,1970.788559,0,0,44,36.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Huskies,1970.788559,1977.30895,0,0,42,46.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,
77,Huskies,1977.30895,2004.488502,4,0,66,31.0,-35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,True,,,,True,,,,,,
78,Huskies,2004.488502,2037.792095,4,0,68,31.0,-37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
79,Huskies,2037.792095,2058.340404,2,0,56,31.0,-25.0,1,2,1,2,0,0,1,0,0,0,0,0,0,True,,,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,
80,Opponent6,2058.340404,2067.759653,2,0,33,11.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Opponent6,2067.759653,2111.395805,5,0,79,31.0,-48.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Huskies,2111.395805,2118.066274,0,0,35,31.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,
83,Opponent6,2118.066274,2130.245002,0,1,65,58.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Opponent6,2130.245002,2201.168349,6,1,97,89.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Huskies,2201.168349,2298.886285,14,0,46,31.0,-15.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,True,,True,,,True,,,,,,True,,,,,,True,,,,,,
86,Opponent6,2298.886285,2308.812008,2,0,58,64.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Opponent6,2308.812008,2317.2438690000004,2,0,96,31.0,-65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Huskies,2317.2438690000004,2338.696453,0,1,22,31.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,
89,Opponent6,2338.696453,2384.4428340000004,2,0,37,31.0,-6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Opponent6,2384.4428340000004,2391.542844,1,0,70,58.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Opponent6,2391.542844,2447.46983,8,1,65,31.0,-34.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Opponent6,2447.46983,2465.5794170000004,4,0,15,31.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Opponent6,2465.5794170000004,2480.193553,0,0,78,31.0,-47.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Opponent6,2480.193553,2542.6570300000008,9,1,73,31.0,-42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Huskies,2542.6570300000008,2550.5410380000008,2,0,64,86.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,
96,Opponent6,2550.5410380000008,2553.124205,0,0,13,30.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Huskies,2553.124205,2560.291402,0,0,65,31.0,-34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,
98,Opponent6,2560.291402,2737.530732,13,1,28,43.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Opponent6,2737.530732,2753.4577670000003,0,0,49,50.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Huskies,2753.4577670000003,2780.535758,2,0,14,23.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
101,Huskies,2780.535758,2854.4010550000007,6,0,65,31.0,-34.0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,True,,,,,,,,,True,,,True,,,,,,,,,
102,Huskies,2854.4010550000007,2864.283211,3,0,7,31.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,True,,,,,,,,True,,,,,,,,,,
103,Huskies,2864.283211,2874.600447,3,0,30,31.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,True,,,True,,,,,,True,,,,,,,,,,,,
104,Opponent6,2874.600447,2960.263086,4,0,30,37.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Huskies,2960.263086,2969.345197,0,0,55,45.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
106,Opponent6,2969.345197,2973.526013,0,0,29,23.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Opponent6,2973.526013,2986.244965,0,0,23,31.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Huskies,2986.244965,3002.512051,2,0,29,25.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,
109,Huskies,3002.512051,3900.0,7,1,3,31.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,
