,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
10,Huskies,249.37384900000004,253.81469600000003,2,0,41,36.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
11,Opponent2,253.81469600000003,376.110583,13,0,63,43.0,-20.0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Opponent2,376.110583,461.00264400000003,1,0,15,43.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Opponent2,461.00264400000003,532.329688,4,1,38,43.0,5.0,0,6,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Huskies,532.329688,538.88638,0,0,17,9.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
15,Opponent2,538.88638,544.179035,2,0,40,65.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Huskies,544.179035,565.095671,2,0,39,43.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,
17,Huskies,565.095671,583.038508,0,0,72,43.0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
18,Opponent2,583.038508,598.635739,0,0,24,43.0,19.0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Huskies,598.635739,620.607021,0,0,17,43.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
20,Opponent2,620.607021,755.451091,13,2,54,43.0,-11.0,1,3,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Huskies,755.451091,773.177129,2,0,28,43.0,15.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,True,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,
22,Huskies,773.177129,789.801191,3,0,35,43.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,
23,Huskies,789.801191,798.499849,4,0,33,67.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
24,Huskies,798.499849,857.694934,6,0,32,43.0,11.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,True,,,,,True,,True,,,,,,,,,,,,,,,
25,Huskies,857.694934,868.694936,0,0,38,43.0,5.0,0,3,0,0,0,0,0,0,3,0,0,0,0,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,
26,Opponent2,868.694936,889.02363,0,0,38,64.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Opponent2,889.02363,920.0609029999999,0,1,67,43.0,-24.0,4,7,2,8,0,2,3,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Huskies,920.0609029999999,955.0968640000001,0,1,13,43.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,
29,Opponent2,955.0968640000001,958.076093,0,0,34,58.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Huskies,958.076093,1048.116423,3,0,37,43.0,6.0,0,2,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,True,,True,,,,,,True,,,,,,,,,,,,,,,
31,Opponent2,1048.116423,1052.5586369999999,3,0,36,61.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Opponent2,1052.5586369999999,1056.157873,2,0,59,67.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Huskies,1056.157873,1071.094493,2,0,32,43.0,11.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
34,Huskies,1071.094493,1117.572473,2,1,71,79.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,
35,Opponent2,1117.572473,1123.52765,2,0,8,39.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Huskies,1123.52765,1131.077926,2,0,41,16.0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
37,Opponent2,1131.077926,1195.893298,6,0,32,43.0,11.0,6,10,2,4,2,0,2,0,6,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Opponent2,1195.893298,1207.6984810000001,0,0,52,43.0,-9.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Huskies,1207.6984810000001,1212.7671070000001,0,0,15,61.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
40,Opponent2,1212.7671070000001,1235.6499099999999,0,0,33,43.0,10.0,1,4,1,2,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Opponent2,1235.6499099999999,1250.569366,0,0,66,43.0,-23.0,0,0,0,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Huskies,1250.569366,1264.0903349999999,3,0,26,9.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
43,Huskies,1264.0903349999999,1299.4124160000001,2,0,67,43.0,-24.0,3,10,2,5,0,1,3,1,6,2,1,1,0,True,,True,True,,True,,True,True,,,,True,,True,,,,,,,,,,,,,,,
44,Opponent2,1299.4124160000001,1391.086975,13,0,23,43.0,20.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Huskies,1391.086975,1397.616534,2,0,26,43.0,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,
46,Huskies,1397.616534,1453.412931,2,0,34,79.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Opponent2,1453.412931,1466.57508,2,0,23,43.0,20.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Huskies,1466.57508,1472.1509019999999,2,0,11,6.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
49,Huskies,1472.1509019999999,1490.527668,0,0,27,62.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
50,Opponent2,1490.527668,1607.181079,0,2,42,43.0,1.0,4,10,4,10,0,0,4,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Opponent2,1607.181079,1614.4129369999998,0,0,20,43.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Huskies,1614.4129369999998,1636.690116,2,0,47,43.0,-4.0,2,4,0,0,0,0,0,0,3,0,0,0,0,,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,
53,Huskies,1636.690116,1654.169988,0,0,50,43.0,-7.0,1,1,1,2,0,0,0,2,0,0,0,0,0,True,,True,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,
54,Huskies,1654.169988,1669.970064,2,0,49,67.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,
55,Huskies,1669.970064,1692.2865980000001,2,0,70,43.0,-27.0,0,2,0,0,0,0,0,0,0,0,0,0,0,True,,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,
56,Huskies,1692.2865980000001,1697.811438,4,0,77,43.0,-34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
57,Opponent2,1697.811438,1718.972965,4,0,18,43.0,25.0,1,3,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Huskies,1718.972965,1738.720609,1,0,33,43.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
59,Huskies,1738.720609,1827.4473710000002,4,0,43,43.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,True,,True,True,,True,,True,,,,,,,True,,,,,,,,,,,,,,,
60,Huskies,1827.4473710000002,1844.9355079999998,0,0,39,43.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Opponent2,1844.9355079999998,1926.32665,4,0,11,43.0,32.0,2,9,1,7,1,0,2,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Opponent2,1926.32665,1929.7726129999999,2,0,34,30.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Opponent2,1929.7726129999999,1948.913038,2,0,42,43.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Opponent2,1948.913038,1996.6368989999999,0,0,67,43.0,-24.0,8,18,2,8,1,0,2,0,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Opponent2,1996.6368989999999,2006.6570579999998,2,0,54,43.0,-11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Opponent2,2006.6570579999998,2029.980858,0,1,68,43.0,-25.0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Opponent2,2029.980858,2055.429365,2,0,74,43.0,-31.0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Huskies,2055.429365,2061.5560570000002,0,0,28,43.0,15.0,0,3,0,0,0,0,0,0,3,0,0,0,0,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,
69,Opponent2,2061.5560570000002,2065.862801,1,0,32,5.0,-27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Huskies,2065.862801,2144.5294519999998,2,1,67,43.0,-24.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,
71,Opponent2,2144.5294519999998,2182.510169,2,0,41,43.0,2.0,0,6,2,2,0,0,2,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Opponent2,2182.510169,2189.441573,0,0,88,74.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Opponent2,2189.441573,2288.374582,6,1,70,43.0,-27.0,0,3,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Opponent2,2288.374582,2292.403581,0,0,35,39.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Huskies,2292.403581,2324.3923489999997,2,0,67,43.0,-24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,
76,Opponent2,2324.3923489999997,2333.669684,2,0,48,43.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Opponent2,2333.669684,2393.027729,8,0,58,43.0,-15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Opponent2,2393.027729,2436.05135,3,0,70,88.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Huskies,2436.05135,2448.322464,2,0,65,54.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
80,Opponent2,2448.322464,2507.90303,4,0,17,43.0,26.0,1,3,2,1,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Huskies,2507.90303,2526.007379,1,0,77,43.0,-34.0,1,2,1,0,0,0,0,0,0,0,0,0,0,True,,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,
82,Opponent2,2526.007379,2537.733072,2,0,72,43.0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Huskies,2537.733072,2555.7818429999998,0,0,44,43.0,-1.0,0,3,0,0,0,0,0,0,3,0,0,0,0,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
84,Opponent2,2555.7818429999998,2703.181919,2,2,78,43.0,-35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Opponent2,2703.181919,2727.728846,0,0,24,43.0,19.0,0,3,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Opponent2,2727.728846,2762.816826,3,0,70,64.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Huskies,2762.816826,2783.160543,5,0,71,79.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
88,Huskies,2783.160543,3900.0,0,0,59,43.0,-16.0,0,2,0,0,0,0,0,0,0,0,0,0,0,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,
