,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
54,Huskies,1665.578981,1685.866798,2,0,66,33.0,-33.0,2,8,2,4,0,0,2,0,3,0,0,0,0,,True,True,True,,,,True,,,,,,,True,True,,True,,,True,,,,,,,,,
55,Huskies,1685.866798,1717.929438,3,0,80,75.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,
56,Opponent15,1717.929438,1737.78659,2,0,31,9.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Opponent15,1737.78659,1791.457809,6,0,34,33.0,-1.0,5,16,1,8,2,0,2,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Opponent15,1791.457809,1816.576026,2,0,61,33.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Huskies,1816.576026,1824.3616129999998,0,0,30,33.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,
60,Opponent15,1824.3616129999998,1858.271471,2,0,53,33.0,-20.0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Opponent15,1858.271471,1881.423198,3,0,38,33.0,-5.0,0,4,1,3,0,0,2,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Huskies,1881.423198,1895.60811,2,0,9,25.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
63,Opponent15,1895.60811,1933.250072,4,0,63,33.0,-30.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Opponent15,1933.250072,1938.534715,1,0,66,33.0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Huskies,1938.534715,1960.234763,2,0,22,33.0,11.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,True,,,True,,,,,True,,,,,,,,,
66,Opponent15,1960.234763,1971.357456,1,0,50,33.0,-17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Opponent15,1971.357456,2019.617148,4,0,41,33.0,-8.0,2,8,0,2,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Opponent15,2019.617148,2032.161527,2,0,33,33.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Huskies,2032.161527,2036.1704809999999,2,0,26,34.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
70,Opponent15,2036.1704809999999,2041.747205,0,0,65,68.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Huskies,2041.747205,2181.541635,4,0,19,4.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,
72,Huskies,2181.541635,2222.074946,4,0,83,90.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,
73,Opponent15,2222.074946,2231.286469,1,0,31,25.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Huskies,2231.286469,2440.207349,11,0,45,33.0,-12.0,3,9,0,1,1,0,0,0,3,0,0,0,0,,,,True,,,True,True,,,,,True,,True,,,True,,,,,,,,,,,,
75,Huskies,2440.207349,2464.712282,2,0,29,33.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
76,Opponent15,2464.712282,2494.961602,3,0,68,33.0,-35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Huskies,2494.961602,2503.3767980000002,3,0,29,33.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
78,Huskies,2503.3767980000002,2513.7698100000002,2,0,29,33.0,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,True,,True,,,,True,,,,True,True,,,True,,,,,,,,,,,,,,
79,Huskies,2513.7698100000002,2535.095803,4,0,61,33.0,-28.0,1,6,1,4,0,0,1,0,3,0,0,0,0,,,True,True,,,,,,,,,True,,,True,,True,,,True,,,,,,,,,
80,Huskies,2535.095803,2543.771563,1,0,71,33.0,-38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,
81,Huskies,2543.771563,2567.767214,5,0,77,33.0,-44.0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,True,,,,True,True,,True,,,,,,,,,,,,,,,
82,Opponent15,2567.767214,2721.555372,3,0,62,33.0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Huskies,2721.555372,2788.834848,6,0,10,33.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,
84,Opponent15,2788.834848,2792.853806,0,0,67,65.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Huskies,2792.853806,2812.597596,0,0,29,33.0,4.0,0,3,1,5,0,0,2,2,2,1,0,0,0,,,,True,,,,True,,,,,True,,,,,,,,True,,,,,,,,,
86,Opponent15,2812.597596,2820.0906219999997,0,0,28,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Opponent15,2820.0906219999997,2856.7964079999997,4,0,49,33.0,-16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Huskies,2856.7964079999997,2864.007185,0,0,13,10.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
89,Huskies,2864.007185,3900.0,0,0,43,0.0,-43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,
