,team,s_time,e_time,duel,shot,ox,dx,dis,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Huskies_D1,Huskies_F1,Huskies_M1,Huskies_F2,Huskies_M2,Huskies_M3,Huskies_G1,Huskies_D2,Huskies_D3,Huskies_D4,Huskies_F3,Huskies_D5,Huskies_M4,Huskies_M5,Huskies_D6,Huskies_M6,Huskies_M7,Huskies_M8,Huskies_M9,Huskies_F4,Huskies_D7,Huskies_M10,Huskies_M11,Huskies_M12,Huskies_M13,Huskies_F5,Huskies_F6,Huskies_D8,Huskies_D9,Huskies_D10
11,Opponent12,221.41306200000008,310.50458500000013,4,0,64,44.0,-20.0,4,12,2,4,2,0,3,0,6,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Huskies,310.50458500000013,326.5872949999998,3,0,80,88.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,
13,Huskies,326.5872949999998,416.98996900000014,4,1,91,93.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,
14,Huskies,416.98996900000014,465.50262100000015,5,0,26,44.0,18.0,0,4,0,2,0,0,1,0,0,0,0,0,0,True,,True,,,,,True,,,,True,,,,,,,,True,,,,,,,True,,,
15,Opponent12,465.50262100000015,589.0754889999997,10,0,39,44.0,5.0,3,4,3,18,0,0,3,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Opponent12,589.0754889999997,593.864251,0,0,29,44.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Opponent12,593.864251,663.3451289999998,2,1,44,44.0,0.0,2,3,2,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Huskies,663.3451289999998,678.389471,4,0,34,44.0,10.0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,True,,,
19,Opponent12,678.389471,684.6786040000002,0,0,19,44.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Huskies,684.6786040000002,698.0727519999999,0,0,28,44.0,16.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,True,,,,True,,,,True,,,,True,True,,,,,,,,,
21,Opponent12,698.0727519999999,703.058536,3,0,42,55.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Huskies,703.058536,711.5440290000001,0,0,50,83.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,
23,Opponent12,711.5440290000001,748.8082319999999,2,0,12,16.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Huskies,748.8082319999999,774.2735429999997,2,0,72,44.0,-28.0,1,3,1,2,0,0,1,0,0,0,0,0,0,True,,True,True,,,,,,,,,True,,,,,,,,True,,,,,,True,,,
25,Huskies,774.2735429999997,803.5656450000001,0,0,25,37.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
26,Opponent12,803.5656450000001,813.489556,4,0,23,25.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Opponent12,813.489556,855.5203439999999,0,1,58,44.0,-14.0,0,2,1,1,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Opponent12,855.5203439999999,856.8397679999997,0,0,28,38.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Huskies,856.8397679999997,861.9015650000001,2,0,43,78.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,
30,Opponent12,861.9015650000001,864.930206,0,0,27,28.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Huskies,864.930206,887.3443809999999,4,0,57,44.0,-13.0,1,2,1,2,0,0,1,0,0,0,0,0,0,,,,True,,,,True,,,,True,True,,,,,,,,,,,,,,True,,,
32,Huskies,887.3443809999999,902.2206560000001,2,0,76,44.0,-32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,
33,Huskies,902.2206560000001,911.335701,0,0,77,44.0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
34,Huskies,911.335701,931.100532,0,0,37,75.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,
35,Huskies,931.100532,978.455395,1,0,69,44.0,-25.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,True,True,,,,,,,,True,,,,,,,,,
36,Opponent12,978.455395,983.196916,2,0,32,44.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Opponent12,983.196916,1041.351896,6,0,39,44.0,5.0,3,10,1,8,0,0,2,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Opponent12,1041.351896,1158.961281,12,0,95,87.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Opponent12,1158.961281,1166.1757120000002,0,0,28,44.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Huskies,1166.1757120000002,1187.1343740000002,0,0,35,44.0,9.0,1,2,1,2,0,0,1,0,0,0,0,0,0,,,True,True,,,True,,,,,,,,,,,,,,True,,,,,,True,,,
41,Opponent12,1187.1343740000002,1191.189168,0,0,23,37.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Huskies,1191.189168,1202.849327,6,0,55,73.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,
43,Opponent12,1202.849327,1287.8464290000004,4,1,41,44.0,3.0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Opponent12,1287.8464290000004,1413.3916630000006,3,1,59,44.0,-15.0,3,9,3,8,0,0,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Opponent12,1413.3916630000006,1422.0661019999998,0,0,9,44.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Huskies,1422.0661019999998,1524.7558680000004,3,0,41,44.0,3.0,3,10,1,4,0,0,1,0,3,0,0,0,0,True,,True,True,,,,True,,,,True,True,,,True,,,,,True,,,,,,True,,,
47,Opponent12,1524.7558680000004,1531.9533659999993,2,0,53,56.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Huskies,1531.9533659999993,1571.3623310000007,0,0,52,44.0,-8.0,6,11,4,10,0,0,4,2,0,0,0,0,0,,,True,True,,,,,,,,True,True,,,True,,,,,True,,,,,,True,,,
49,Huskies,1571.3623310000007,1606.2741159999994,5,0,75,44.0,-31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,
50,Huskies,1606.2741159999994,1669.586088,2,0,46,44.0,-2.0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,,True,,,,,True,,,,True,,,,,,,,,,,,,,
51,Opponent12,1669.586088,1682.0115429999994,3,0,13,44.0,31.0,0,1,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Opponent12,1682.0115429999994,1702.4291940000005,6,0,76,92.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Opponent12,1702.4291940000005,1740.6971059999994,7,1,93,44.0,-49.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Opponent12,1740.6971059999994,1748.7032649999999,0,0,74,70.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Huskies,1748.7032649999999,1777.1920109999999,4,0,12,28.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
56,Huskies,1777.1920109999999,1793.2162790000002,0,0,36,44.0,8.0,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,True,,,,True,,,,True,,,,True,,,,,,,,,,,True,,,
57,Huskies,1793.2162790000002,1876.252804,0,2,88,89.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,
58,Opponent12,1876.252804,1886.531061,0,0,44,44.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Opponent12,1886.531061,1894.3816329999997,0,0,58,71.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Opponent12,1894.3816329999997,1980.243288,7,1,40,44.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Opponent12,1980.243288,2016.6619710000007,6,0,26,44.0,18.0,0,3,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Huskies,2016.6619710000007,2037.438071,2,0,25,34.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Huskies,2037.438071,2056.793307,1,0,31,44.0,13.0,4,5,2,2,0,0,1,0,3,0,0,0,0,,,True,,,,True,True,,,,,,,,,,,,,True,,,,,,True,,,
64,Huskies,2056.793307,2105.378314,2,0,25,60.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
65,Opponent12,2105.378314,2117.712484,2,0,34,55.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Opponent12,2117.712484,2141.4077880000004,6,0,54,44.0,-10.0,0,4,0,2,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Opponent12,2141.4077880000004,2187.08345,10,0,80,44.0,-36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Opponent12,2187.08345,2454.38256,15,2,85,82.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Huskies,2454.38256,2482.020323,2,0,63,44.0,-19.0,0,2,0,2,0,0,1,0,0,0,0,0,0,,,,,,True,,,,,,,,,,True,,,,True,True,,,,,,,,,
70,Opponent12,2482.020323,2530.153635,2,0,26,44.0,18.0,7,20,2,13,1,0,3,0,13,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Huskies,2530.153635,2536.669925,2,0,36,82.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,
72,Opponent12,2536.669925,2544.443298,0,0,12,41.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Opponent12,2544.443298,2552.504562,0,0,64,44.0,-20.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Huskies,2552.504562,2562.469479000001,0,0,20,27.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,
75,Opponent12,2562.469479000001,2674.773755,9,0,68,44.0,-24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Huskies,2674.773755,2717.858254,4,0,75,93.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
77,Huskies,2717.858254,2762.608506,4,0,56,55.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,
78,Opponent12,2762.608506,2835.5689620000007,3,0,55,59.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Huskies,2835.5689620000007,3900.0,4,0,60,71.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,
