,team,s_time,e_time,ox,dx,dis,duel,shot,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Opponent7_M1,Opponent7_D1,Huskies_M4,Huskies_M6,Huskies_F1,Huskies_D5,Opponent7_M2,Opponent7_D4,Huskies_M1,Huskies_D1,Opponent7_M7,Opponent7_F2,Opponent7_M6,Huskies_F6,Opponent7_D3,Opponent7_D2,Opponent7_G1,Huskies_M8,Huskies_D2,Huskies_D8,Huskies_F5,Huskies_G1
27,Huskies,580.459804,589.821066,57.0,42.0,-15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,,,,,,,,,,,,,,,True,,,
28,Opponent7,589.821066,630.615895,22.0,19.0,-3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,,,,,,,True,,,,,,
29,Opponent7,630.615895,655.163853,78.0,31.0,-47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,True,,,,True,,,,,,,,,,,
30,Opponent7,655.163853,665.786096,84.0,31.0,-53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,True,,,,,True,,,,,,
31,Huskies,665.786096,673.223953,23.0,49.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,,,,,,,,,,,True,
32,Opponent7,673.223953,710.800307,45.0,31.0,-14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,,,True,,,True,True,,,,,,
33,Huskies,710.800307,716.987214,32.0,31.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,True,,,,,,True,True,
34,Opponent7,716.987214,727.3854269999999,31.0,6.0,-25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,,,,,,True,,,,,
35,Opponent7,727.3854269999999,737.845237,37.0,31.0,-6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,,,,True,,True,,,,,
36,Huskies,737.845237,742.460424,28.0,31.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,,,,,True,,,,,,,,,,,,
37,Huskies,742.460424,880.3333090000001,48.0,31.0,-17.0,9.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,True,True,True,,,,,,,,,True,,,,,,,True,
38,Opponent7,880.3333090000001,883.8663280000002,79.0,31.0,-48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,True,,,,,True,,,,
39,Huskies,883.8663280000002,893.5984739999999,9.0,31.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,,,,,,,,,,,,True,
40,Huskies,893.5984739999999,907.530042,32.0,46.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,,,,,,True,,,,,,,,,,,,
41,Opponent7,907.530042,925.2078619999999,10.0,31.0,21.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,True,,,,,,True,,,,,
42,Huskies,925.2078619999999,951.273132,35.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,True,,,,,,,,,,,,,,,,
43,Opponent7,951.273132,1022.473676,39.0,31.0,-8.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,True,,,,True,,,,True,,,,,,,
44,Opponent7,1022.473676,1051.481286,42.0,31.0,-11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,,True,,,True,,,,,,
45,Opponent7,1051.481286,1055.301819,86.0,95.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,True,,,,,,
46,Opponent7,1055.301819,1091.6316160000001,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,True,True,,,,,,,,,,
47,Opponent7,1091.6316160000001,1096.709984,74.0,87.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,True,,True,,,,,,,,,
48,Huskies,1096.709984,1145.41495,13.0,31.0,18.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,True,,,,,,,,,,,,,,,,
49,Opponent7,1145.41495,1149.1383039999998,27.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,True,,,,,,,,,,,
50,Huskies,1149.1383039999998,1252.5957349999999,67.0,31.0,-36.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,,,,,,,True,,,,,,True,True,
51,Huskies,1252.5957349999999,1258.739192,30.0,3.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,,,,,,,,,,,,True
52,Opponent7,1258.739192,1285.549675,36.0,65.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,True,,,True,,,,
53,Huskies,1285.549675,1311.707591,24.0,31.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,,,,,,,,,True,,,,,,,True,
54,Opponent7,1311.707591,1341.880403,24.0,31.0,7.0,2.0,0.0,3.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,True,,,,,True,True,,,,,True,,True,,,,,,,
55,Opponent7,1341.880403,1355.164105,73.0,31.0,-42.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,True,,True,,,True,,,,,,
56,Opponent7,1355.164105,1356.320493,76.0,74.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,True,,,,,,,,,,,
57,Huskies,1356.320493,1367.382095,27.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,,,,,,,,,,True,,
58,Opponent7,1367.382095,1376.522734,36.0,35.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,True,,,,,,,
59,Huskies,1376.522734,1387.859573,17.0,14.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,True,,,,,,,,,,,,
60,Opponent7,1387.859573,1421.155465,26.0,31.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,True,,,,,,True,,True,,,,,,,
61,Huskies,1421.155465,1429.193151,14.0,68.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,,,,,,,,,,,,True
62,Huskies,1429.193151,1454.2598679999999,37.0,61.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,,True,,,,,,,,,,,,,,,,
63,Huskies,1454.2598679999999,1505.7544699999999,67.0,31.0,-36.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,True,,,,,True,,,,,True,True,,
64,Opponent7,1505.7544699999999,1530.518265,82.0,31.0,-51.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,True,,,True,,,,,,
65,Opponent7,1530.518265,1532.527494,72.0,81.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,,,True,,,,,,,,,,
66,Huskies,1532.527494,1536.457536,11.0,31.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,,,,,,,,,,,,,,True,,,
67,Huskies,1536.457536,1595.514932,43.0,57.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,,,,,,,,,,,True,
68,Opponent7,1595.514932,1627.392157,93.0,72.0,-21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,,,,True,,,,
69,Opponent7,1627.392157,1635.642578,78.0,90.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,True,,,,,,,,,
70,Opponent7,1635.642578,1638.979248,91.0,92.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,True,,,,,,,,,,,
71,Huskies,1638.979248,1672.807773,13.0,31.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,,,,,,,True,,,,,,,True,
72,Opponent7,1672.807773,1690.3936420000002,50.0,31.0,-19.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,,,True,,,,,,,,,
73,Opponent7,1690.3936420000002,1695.8099079999997,82.0,75.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,True,,True,,,,,,,,,
74,Opponent7,1695.8099079999997,1707.5446809999999,70.0,37.0,-33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,True,,,,,,,,,,,,,,,
75,Opponent7,1707.5446809999999,1734.1989999999998,75.0,31.0,-44.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,True,,,,,True,,True,,,,,,,
76,Opponent7,1734.1989999999998,1779.2363879999998,98.0,31.0,-67.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,True,,,,,,True,,,,
77,Opponent7,1779.2363879999998,1791.987384,78.0,31.0,-47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,,True,,,,,,,,,,,
78,Opponent7,1791.987384,1838.192791,66.0,31.0,-35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,True,,,,,,,,,
79,Huskies,1838.192791,1858.190909,53.0,70.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,,,,True,,,,,,,,
80,Huskies,1858.190909,1879.1198149999998,72.0,31.0,-41.0,6.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,,True,,,,,,,,,,,,,,,True,
81,Huskies,1879.1198149999998,1975.719788,72.0,31.0,-41.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,True,,,,True,,,,,True,,,,,,,True,
82,Opponent7,1975.719788,2004.054973,36.0,87.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,,,,True,,,,,,
83,Opponent7,2004.054973,2017.2439160000001,84.0,89.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,,,,,,,,,,,,
84,Huskies,2017.2439160000001,2066.5250149999997,31.0,31.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,,,,,True,,,,,,,True,
85,Opponent7,2066.5250149999997,2111.5164489999997,12.0,31.0,19.0,2.0,0.0,3.0,6.0,3.0,12.0,0.0,1.0,4.0,7.0,4.0,1.0,1.0,1.0,0.0,,True,,,,,,,,,True,,True,,True,True,True,,,,,
86,Opponent7,2111.5164489999997,2227.3367829999997,54.0,31.0,-23.0,6.0,0.0,3.0,12.0,2.0,7.0,1.0,0.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,,,,,,,True,True,,,,True,True,,True,,,True,,,,
87,Opponent7,2227.3367829999997,2246.5912940000003,32.0,18.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,,,,True,,,,
88,Opponent7,2246.5912940000003,2260.20007,34.0,42.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,,,True,,,,,,
89,Opponent7,2260.20007,2278.8721809999997,34.0,31.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,True,,,,True,,,,,,
90,Huskies,2278.8721809999997,2286.942991,23.0,68.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,True,,True,
91,Opponent7,2286.942991,2434.01216,36.0,31.0,-5.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,True,,,,,True,,True,,,True,,,,
92,Opponent7,2434.01216,2457.9755920000002,76.0,64.0,-12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,,,,True,,,,
93,Opponent7,2457.9755920000002,2480.622604,10.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,,,,,,True,,,,,,,
94,Huskies,2480.622604,2554.321166,73.0,31.0,-42.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,,True,,,,,,,,,,,,,,,True,
95,Huskies,2554.321166,2560.846669,14.0,62.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,,,,,,,,,,,,True
96,Opponent7,2560.846669,2569.384818,15.0,31.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,,,,,,,True,,,,,
97,Opponent7,2569.384818,2589.754784,36.0,70.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,,,,,,,,,
98,Opponent7,2589.754784,2614.988139,40.0,31.0,-9.0,2.0,0.0,2.0,7.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,True,,,,,,True,,,True,,True,,,True,,,,,,
99,Huskies,2614.988139,2639.639788,28.0,17.0,-11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,,,,,,,,,,True,,
100,Huskies,2639.639788,2664.8379649999997,24.0,31.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,,,,,,,,,,,,True,True,,
101,Opponent7,2664.8379649999997,2671.2040899999997,48.0,31.0,-17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,,,True,,,,,,
102,Huskies,2671.2040899999997,2698.645598,15.0,31.0,16.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,True,,,,,,,,,,,,,,True,,
103,Opponent7,2698.645598,2715.200802,49.0,31.0,-18.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,True,,,,,,,,,True,,,,,
104,Opponent7,2715.200802,2744.488241,57.0,31.0,-26.0,0.0,0.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,,,True,,True,,True,,,,,
105,Opponent7,2744.488241,2756.474557,56.0,56.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,,,,True,,,,,,,,,
106,Huskies,2756.474557,2779.2064649999998,64.0,31.0,-33.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,True,,,True,True,,,,,,,,,,,,
107,Huskies,2779.2064649999998,2805.708579,26.0,31.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,,,,,,,,,True,,,True
108,Huskies,2805.708579,3900.0,22.0,31.0,9.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,True,,,True,,,True,,,,,True,,,,,,,,
