,team,s_time,e_time,ox,dx,dis,duel,shot,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Opponent16_F6,Opponent16_D1,Opponent16_M4,Opponent16_M3,Opponent16_D4,Opponent16_F3,Huskies_D3,Huskies_D8,Huskies_F5,Opponent16_G2,Opponent16_D5,Opponent13_D1,Opponent16_F1,Opponent16_M1,Huskies_D4,Huskies_M12,Huskies_M4,Huskies_M3,Huskies_G1,Huskies_M1,Huskies_D1,Huskies_F1,Huskies_F6,Opponent16_M2,Opponent16_F4,Huskies_M11
63,Opponent16,1812.789223,1834.4345000000005,44.0,32.0,-12.0,2.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,True,,True,,,,,,True,True,,,,,,,,,,,,,True,
64,Huskies,1834.4345000000005,1851.721493,72.0,32.0,-40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,True,,True,True,,,
65,Huskies,1851.721493,1915.167821,41.0,32.0,-9.0,0.0,0.0,5.0,4.0,6.0,9.0,0.0,1.0,3.0,7.0,3.0,2.0,1.0,1.0,0.0,,,,,,,True,True,,,,,,,True,,True,True,,True,True,True,,,,
66,Huskies,1915.167821,1920.223394,95.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,,,,,True,,,,,,,,,,,
67,Huskies,1920.223394,1934.4277989999998,82.0,32.0,-50.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,,,,,,,True,,,True,,,,,,
68,Huskies,1934.4277989999998,1962.875148,53.0,32.0,-21.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,,,,,,True,,True,True,,,True,True,,,,
69,Opponent16,1962.875148,1970.128032,10.0,38.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,
70,Huskies,1970.128032,2055.5401490000004,52.0,32.0,-20.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,,,,True,,,,,True,,,
71,Opponent16,2055.5401490000004,2071.853803,38.0,32.0,-6.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,,True,,,True,,,,,,,,,,,True,
72,Opponent16,2071.853803,2099.0971050000003,67.0,63.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,True,,,,,,,,,,True,,
73,Huskies,2099.0971050000003,2100.9961300000004,73.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,True,,True,,,,
74,Huskies,2100.9961300000004,2121.5560570000002,73.0,85.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,,,,,True,,,,,,,,,,,
75,Huskies,2121.5560570000002,2137.242862,45.0,32.0,-13.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,,,,,True,,,True,,,True,,,,,
76,Opponent16,2137.242862,2175.5098180000005,23.0,30.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,,,True,,,,,,,,,,,,,,,
77,Huskies,2175.5098180000005,2195.343759000001,47.0,39.0,-8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,True,,,,True
78,Huskies,2195.343759000001,2250.764186000001,73.0,32.0,-41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,,,,,,True,,,,,,
79,Opponent16,2250.764186000001,2251.562214,11.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,True,,,,,,,,,,,,,,
80,Huskies,2251.562214,2285.2968060000007,87.0,90.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,,,,,,,,,,,,,,,True,,,
81,Opponent16,2285.2968060000007,2356.179932,55.0,47.0,-8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,,,,,,,,,,True,,,,,,,,,,,,
82,Opponent16,2356.179932,2359.13783,42.0,32.0,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,,,,,,,,,,,,,,,True,True,
83,Huskies,2359.13783,2376.481733,50.0,32.0,-18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,,,,,,,,,True,,,,,,,
84,Huskies,2376.481733,2386.9718730000004,78.0,32.0,-46.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,True,,,,,,,True,,,,True
85,Opponent16,2386.9718730000004,2434.256552,12.0,32.0,20.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,,,,,,,True,,,,True,,,,,,,,,,True,True,
86,Opponent16,2434.256552,2448.9762490000007,30.0,32.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,,,,,,,,,True,,,,,,,,,,,,,True,
87,Huskies,2448.9762490000007,2533.135185,58.0,32.0,-26.0,9.0,1.0,2.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,,True,,,,,,True,,,True,,True,True,True,True,,,True
88,Opponent16,2533.135185,2537.2680330000007,33.0,53.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,,,True,,,,,,,,,,,,,,
89,Opponent16,2537.2680330000007,2639.967763,45.0,54.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,,,,,True,,,,,,,,,,,,
90,Huskies,2639.967763,2684.1181800000004,75.0,32.0,-43.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,True,,,,,,,True,,,,True
91,Huskies,2684.1181800000004,2726.191925,66.0,71.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,True,,,True,,,
92,Huskies,2726.191925,2744.9394429999998,29.0,76.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,True,,,True,,,,
93,Opponent16,2744.9394429999998,2824.849176,12.0,32.0,20.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,,,True,,,,True,,,,,,,,,,True,True,
94,Opponent16,2824.849176,3900.0,45.0,68.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,True,,,,,,,,,,,True,
