,team,s_time,e_time,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,Opponent14_F3,Opponent14_F1,Opponent14_F2,Opponent14_D3,Opponent14_M1,Opponent14_D5,Opponent14_D2,Opponent14_D1,Opponent14_M3,Opponent14_G1,Opponent14_D4,Huskies_D2,Huskies_M1,Huskies_M4,Huskies_F1,Huskies_M8,Huskies_D7,Huskies_F2,Huskies_M6,Huskies_D5,Huskies_G1,Opponent14_F4,Huskies_D6,Opponent14_D6,Huskies_M11,Huskies_M9,Huskies_M10
20,Opponent14,679.7196829999998,697.4193260000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,
21,Opponent14,697.4193260000003,703.8001920000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,
22,Huskies,703.8001920000003,711.6787380000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,True,,,,True,True,,,,,,,,
23,Opponent14,711.6787380000002,729.8329769999999,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,
24,Opponent14,729.8329769999999,745.6240210000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,True,,True,,,,,,True,,,,,,,,,,,,,,,,
25,Opponent14,745.6240210000002,749.1946419999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,
26,Opponent14,749.1946419999998,758.4406150000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
27,Huskies,758.4406150000001,762.8413959999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,,True,,,,,True,,,,,,,
28,Opponent14,762.8413959999997,879.0963099999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,
29,Huskies,879.0963099999999,908.922074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,True,True,,,,,,
30,Opponent14,908.922074,938.7576009999997,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,
31,Opponent14,938.7576009999997,988.27579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,,,,True,,,,,,,,,,,,,,,,
32,Opponent14,988.27579,992.203498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,,,,,,,,,,,,,,,,,,,,
33,Huskies,992.203498,1008.7301819999997,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,,True,True,,,,,,,,,,,
34,Opponent14,1008.7301819999997,1081.9361070000002,6.0,17.0,1.0,9.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,
35,Huskies,1081.9361070000002,1088.282792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,True,,,True,,,,,,,,,
36,Opponent14,1088.282792,1127.4872690000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,True,,True,,,,,,,,,,,,,,,,,,
37,Huskies,1127.4872690000002,1137.5403669999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,True,,,True,,,,,,
38,Opponent14,1137.5403669999996,1149.2262280000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,True,,,,,,,,,,,,,,,,,
39,Opponent14,1149.2262280000004,1196.9881729999995,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
40,Opponent14,1196.9881729999995,1206.8040110000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,
41,Opponent14,1206.8040110000004,1230.4268330000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,
42,Opponent14,1230.4268330000004,1246.9762929999995,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,True,True,True,,True,,,,,,,,,,,,,True,,,,,
43,Huskies,1246.9762929999995,1338.3332060000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,True,,True,,,,,,,,,,
44,Opponent14,1338.3332060000002,1359.2560039999996,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,
45,Opponent14,1359.2560039999996,1365.969545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,,True,,,,,,,,,,,,,True,,,,,
46,Huskies,1365.969545,1386.211072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,
47,Opponent14,1386.211072,1390.0633890000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
48,Opponent14,1390.0633890000001,1414.8936270000006,1.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,True,,,True,True,,True,,,,,,,,,,,,,,,,
49,Opponent14,1414.8936270000006,1504.5424979999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,,,,,,,,True,,,,,
50,Huskies,1504.5424979999998,1515.9706379999998,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,True,True,,True,True,,,,,,,,,
51,Huskies,1515.9706379999998,1544.850945,3.0,7.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,,,,True,,,True,True,True,,True,,,,
52,Huskies,1544.850945,1558.7632780000006,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,,,,True,True,,True,,,,,,,
53,Opponent14,1558.7632780000006,1569.2375860000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,True,,,,,,,,,,,,,,,,,
54,Opponent14,1569.2375860000002,1613.7025219999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
55,Huskies,1613.7025219999994,1643.9638189999994,6.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,True,,,,True,True,True,,,,,,,
56,Huskies,1643.9638189999994,1678.5269319999998,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,,True,True,True,,True,True,,,,True,,,,
57,Opponent14,1678.5269319999998,1720.4520380000006,2.0,7.0,2.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,True,True,,True,,True,,,,,,,,,,,True,,,,,
58,Huskies,1720.4520380000006,1781.3740120000002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,
59,Opponent14,1781.3740120000002,1802.9326859999999,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,True,True,,,,,True,,,,,,,,,,,,,,,,,
60,Huskies,1802.9326859999999,1999.083145,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,
61,Huskies,1999.083145,2016.293462,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,,,True,,True,,True,,,True,,,,
62,Opponent14,2016.293462,2032.7713510000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,,,,,,,,,,,,,,True,,,,,
63,Opponent14,2032.7713510000005,2045.88553,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,,,True,,,,,,,,,,,True,,True,,,
64,Huskies,2045.88553,2058.290139,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,,True,,,True,True,,,,,,,,
65,Huskies,2058.290139,2092.9163070000004,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,,True,True,,True,True,True,,,True,,,,
66,Huskies,2092.9163070000004,2135.012061000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True,,,,True,,,,,,
67,Opponent14,2135.012061000001,2173.4982059999998,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,True,True,,True,True,,,,,,,,,,,,,,,,
68,Opponent14,2173.4982059999998,2205.091684,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,True,,,True,,,,,,,,,,,,,,,,
69,Opponent14,2205.091684,2210.464372000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,True,,True,,,,,,,,,,,,,,,,
70,Huskies,2210.464372000001,2230.1978050000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,,,,,,True,,,,,,,,,
71,Opponent14,2230.1978050000002,2245.690735,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,True,,True,,True,,True,,,,,,,,,,,,,True,,,
72,Opponent14,2245.690735,2253.065262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
73,Opponent14,2253.065262,2259.989816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
74,Huskies,2259.989816,2278.230895,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,True,True,True,,True,,,,,,,
75,Opponent14,2278.230895,2297.9275620000003,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,,,True,,,True,,,,,,,,,,,,,True,,,
76,Huskies,2297.9275620000003,2403.860426,5.0,10.0,3.0,8.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,,
77,Huskies,2403.860426,2478.664977000001,1.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,True,True,,,True,,True,,,,,,,,
78,Opponent14,2478.664977000001,2524.187232,1.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,
79,Huskies,2524.187232,2529.603168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,True,,,,True,,,,,,,,
80,Opponent14,2529.603168,2550.925035,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,
81,Opponent14,2550.925035,2654.186875000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,
82,Opponent14,2654.186875000001,2673.432424,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,,True,True,,True,,,,,,,,,,,,,True,,,
83,Huskies,2673.432424,2780.203664,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,True,True,,,,True,,,,,,,,True,,
84,Huskies,2780.203664,2788.537643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,True,,,,,True,,,,,,,True,
85,Huskies,2788.537643,3900.0,23.0,37.0,13.0,44.0,3.0,6.0,20.0,10.0,20.0,5.0,4.0,2.0,0.0,,,,,,,,,,,,True,True,True,,,True,,True,True,True,,True,,True,True,True
