,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9,motif_10,motif_11,motif_12,motif_13,motif_14,motif_15
15,-0.004329004329004329,0.02813852813852814,0.004329004329004329,0.004329004329004329,0.0,0.0,0.010822510822510822,-0.006493506493506494,-0.008658008658008658,0.0,0.0,-0.0021645021645021645,-0.0021645021645021645,0.015151515151515152,0.017316017316017316
16,-0.07868852459016394,-0.12459016393442623,-0.06393442622950819,-0.08196721311475409,-0.018032786885245903,-0.003278688524590164,-0.06885245901639345,-0.027868852459016394,-0.054098360655737705,-0.014754098360655738,-0.003278688524590164,-0.003278688524590164,0.0,-0.12295081967213115,-0.06885245901639345
17,-0.014040561622464899,-0.0358814352574103,-0.014040561622464899,-0.015600624024960999,0.0031201248049922,0.0078003120124804995,-0.0187207488299532,0.0046801872074883,-0.0078003120124804995,0.0046801872074883,0.0046801872074883,0.0062402496099844,0.0015600624024961,-0.0390015600624025,-0.0171606864274571
18,0.013257575757575758,0.015151515151515152,0.005681818181818182,0.007575757575757576,0.005681818181818182,0.003787878787878788,0.005681818181818182,-0.003787878787878788,0.022727272727272728,0.005681818181818182,0.001893939393939394,0.001893939393939394,0.0,-0.00946969696969697,-0.003787878787878788
19,-0.030303030303030304,-0.0735930735930736,-0.027417027417027416,-0.024531024531024532,-0.012987012987012988,-0.004329004329004329,-0.024531024531024532,-0.008658008658008658,-0.021645021645021644,-0.010101010101010102,-0.004329004329004329,-0.002886002886002886,-0.001443001443001443,-0.05916305916305916,-0.027417027417027416
20,-0.006564551422319475,-0.015317286652078774,-0.002188183807439825,0.002188183807439825,0.00437636761487965,0.00437636761487965,0.006564551422319475,0.002188183807439825,-0.00437636761487965,0.00437636761487965,0.00437636761487965,0.00437636761487965,0.0,-0.019693654266958426,0.00437636761487965
21,0.02654867256637168,0.049557522123893805,0.024778761061946902,0.017699115044247787,0.005309734513274336,0.0,0.017699115044247787,0.012389380530973451,0.012389380530973451,0.0035398230088495575,0.0,0.0,0.0,0.019469026548672566,0.007079646017699115
22,-0.03560371517027864,-0.03715170278637771,-0.034055727554179564,-0.03560371517027864,-0.017027863777089782,-0.006191950464396285,-0.030959752321981424,-0.015479876160990712,-0.02631578947368421,-0.017027863777089782,-0.006191950464396285,-0.007739938080495356,-0.0015479876160990713,-0.034055727554179564,-0.032507739938080496
23,-0.0264797507788162,-0.056074766355140186,-0.021806853582554516,-0.03115264797507788,-0.009345794392523364,-0.003115264797507788,-0.024922118380062305,-0.012461059190031152,-0.01557632398753894,-0.010903426791277258,-0.006230529595015576,-0.006230529595015576,0.0,-0.037383177570093455,-0.024922118380062305
24,0.036885245901639344,0.0471311475409836,0.03483606557377049,0.028688524590163935,0.006147540983606557,0.0020491803278688526,0.03278688524590164,0.01639344262295082,0.014344262295081968,0.006147540983606557,0.0020491803278688526,0.0020491803278688526,0.0,0.03278688524590164,0.036885245901639344
25,-0.011673151750972763,0.009727626459143969,-0.019455252918287938,-0.019455252918287938,0.0,-0.0019455252918287938,-0.01556420233463035,-0.005836575875486381,-0.0038910505836575876,0.0,-0.0038910505836575876,-0.0038910505836575876,0.0,0.01556420233463035,-0.017509727626459144
26,-0.0180623973727422,-0.008210180623973728,-0.019704433497536946,-0.019704433497536946,-0.014778325123152709,-0.008210180623973728,-0.0180623973727422,-0.008210180623973728,-0.009852216748768473,-0.011494252873563218,-0.008210180623973728,-0.006568144499178982,-0.0016420361247947454,0.0016420361247947454,-0.0180623973727422
27,0.018518518518518517,0.027777777777777776,0.020833333333333332,0.006944444444444444,-0.0023148148148148147,0.004629629629629629,0.009259259259259259,0.0023148148148148147,-0.0023148148148148147,-0.0023148148148148147,-0.0023148148148148147,0.0,0.0,0.016203703703703703,0.023148148148148147
28,-0.024390243902439025,-0.01016260162601626,-0.018292682926829267,-0.02032520325203252,-0.012195121951219513,0.0,-0.014227642276422764,-0.006097560975609756,-0.016260162601626018,-0.008130081300813009,0.0,0.0,0.0,0.01016260162601626,-0.018292682926829267
29,-0.0042643923240938165,-0.006396588486140725,-0.0021321961620469083,-0.01279317697228145,-0.006396588486140725,-0.0021321961620469083,-0.01279317697228145,0.0,-0.0042643923240938165,0.0,-0.0021321961620469083,-0.0021321961620469083,0.0,-0.01279317697228145,-0.010660980810234541
30,0.019823788546255508,0.024229074889867842,0.01762114537444934,0.013215859030837005,-0.004405286343612335,-0.0022026431718061676,0.013215859030837005,0.011013215859030838,0.0,-0.006607929515418502,-0.0022026431718061676,-0.004405286343612335,-0.0022026431718061676,0.06607929515418502,0.019823788546255508
31,0.007736943907156673,0.03288201160541586,0.01160541586073501,0.0038684719535783366,0.005802707930367505,0.0019342359767891683,0.009671179883945842,0.007736943907156673,-0.0038684719535783366,0.0,0.0019342359767891683,0.0,0.0019342359767891683,0.025145067698259187,0.007736943907156673
32,-0.05647382920110193,-0.07575757575757576,-0.05234159779614325,-0.06060606060606061,-0.04269972451790634,-0.028925619834710745,-0.05234159779614325,-0.03856749311294766,-0.046831955922865015,-0.03856749311294766,-0.028925619834710745,-0.027548209366391185,-0.011019283746556474,-0.05509641873278237,-0.05647382920110193
33,-0.03614457831325301,-0.04819277108433735,-0.03442340791738382,-0.03442340791738382,-0.0189328743545611,-0.0068846815834767644,-0.03270223752151463,-0.013769363166953529,-0.03270223752151463,-0.010327022375215147,-0.010327022375215147,-0.0068846815834767644,0.0,-0.06196213425129088,-0.03270223752151463
34,0.011570247933884297,0.006611570247933884,0.008264462809917356,0.001652892561983471,0.009917355371900827,0.0049586776859504135,0.011570247933884297,0.0049586776859504135,0.001652892561983471,0.006611570247933884,0.006611570247933884,0.0049586776859504135,0.0,0.008264462809917356,0.003305785123966942
35,0.03019538188277087,0.012433392539964476,0.023090586145648313,0.028419182948490232,0.0053285968028419185,0.0,0.023090586145648313,0.012433392539964476,0.008880994671403197,0.003552397868561279,0.0,0.0,0.0,-0.03907637655417407,0.02486678507992895
36,-0.0034602076124567475,0.0034602076124567475,0.0017301038062283738,-0.005190311418685121,-0.0034602076124567475,0.0,-0.0017301038062283738,0.005190311418685121,-0.0017301038062283738,-0.0017301038062283738,-0.0017301038062283738,0.0,0.0,0.020761245674740483,-0.0017301038062283738
37,0.0,0.024896265560165973,-0.006224066390041493,0.01867219917012448,-0.002074688796680498,-0.002074688796680498,0.004149377593360996,0.0,0.008298755186721992,-0.002074688796680498,-0.002074688796680498,-0.002074688796680498,0.0,0.03734439834024896,0.002074688796680498
38,-0.00510204081632653,-0.01870748299319728,-0.008503401360544218,-0.015306122448979591,-0.008503401360544218,0.00510204081632653,-0.017006802721088437,-0.0017006802721088435,-0.006802721088435374,-0.013605442176870748,0.0017006802721088435,0.0,0.0017006802721088435,-0.04081632653061224,-0.022108843537414966
